user_id,signup_ts,country,zip_code,gender,age,intent_level,is_paying,initial_right_swipe_rate,is_pruned
user_004067,2026-04-08T09:34:00,ES,63282,male,30.0,intentional,0,0.112,0
user_004068,2026-04-23T03:04:00,DE,25825,female,23.0,intentional,0,0.417,0
user_004069,2026-02-16T11:48:00,IN,80244,nonbinary,32.0,intentional,0,0.509,0
user_004070,2026-03-13T13:34:00,GB,56961,male,30.0,friendship,0,0.384,0
user_004071,2026-03-07T00:59:00,DE,37215,female,28.0,friendship,1,0.186,0
user_004072,2026-02-21T07:38:00,FR,69233,nonbinary,22.0,intentional,0,0.134,0
user_004073,2026-02-20T16:24:00,ES,50410,nonbinary,18.0,intentional,0,0.474,0
user_004074,2026-03-29T04:53:00,BR,70731,male,25.0,friendship,0,0.107,0
user_004075,2026-02-04T11:04:00,MX,44735,female,21.0,intentional,0,0.355,0
user_004076,2026-03-25T03:29:00,CA,25717,male,28.0,intentional,0,0.374,0
user_004077,2026-03-20T07:31:00,MX,21851,female,25.0,intentional,0,0.247,0
user_004078,2026-01-24T13:10:00,US,30658,male,34.0,intentional,0,0.567,0
user_004079,2026-02-18T01:05:00,US,99922,male,19.0,friendship,1,0.182,0
user_004080,2026-02-18T06:08:00,CA,49874,male,28.0,casual,0,0.287,0
user_004081,2026-04-23T11:16:00,BR,89076,female,27.0,casual,1,0.252,0
user_004082,2026-03-12T07:08:00,ES,15286,female,26.0,intentional,0,0.563,0
user_004083,2026-03-22T18:21:00,US,38183,female,26.0,casual,0,0.139,0
user_004084,2026-04-05T09:02:00,CA,52964,female,29.0,casual,0,0.159,0
user_004085,2026-04-28T15:37:00,CA,29441,female,23.0,casual,0,0.348,0
user_004086,2026-02-04T16:06:00,US,21955,male,28.0,casual,0,0.111,0
user_004087,2026-01-02T13:04:00,US,42534,male,36.0,intentional,0,0.506,0
user_004088,2026-01-02T07:31:00,US,56627,female,35.0,friendship,0,0.196,0
user_004089,2026-02-06T00:58:00,US,61936,female,22.0,casual,0,0.788,0
user_004090,2026-02-11T02:56:00,US,77300,male,25.0,friendship,0,0.139,0
user_004091,2026-04-07T13:33:00,IN,16416,male,23.0,casual,0,0.574,0
user_004092,2026-04-08T06:33:00,BR,98759,female,29.0,friendship,0,0.38,0
user_004093,2026-01-11T10:33:00,IN,49169,male,45.0,casual,0,0.113,0
user_004094,2026-01-12T17:32:00,IN,44100,nonbinary,37.0,intentional,0,0.121,0
user_004095,2026-02-07T04:37:00,MX,32789,male,26.0,casual,0,0.213,0
user_004096,2026-04-14T11:46:00,US,14073,male,24.0,intentional,0,0.061,0
user_004097,2026-01-31T02:23:00,US,78749,male,29.0,intentional,0,0.35,0
user_004098,2026-04-26T16:11:00,BR,63004,female,27.0,intentional,0,0.735,0
user_004099,2026-01-23T01:22:00,US,69270,male,27.0,casual,0,0.114,0
user_004100,2026-01-27T21:12:00,BR,82869,female,22.0,casual,0,0.043,0
user_004101,2026-04-30T10:56:00,IN,82105,male,30.0,intentional,0,0.591,0
user_004102,2026-04-30T05:28:00,US,42748,female,18.0,friendship,0,0.357,0
user_004103,2026-01-17T07:51:00,US,22415,male,20.0,intentional,1,0.471,0
user_004104,2026-04-05T07:17:00,US,70560,male,37.0,casual,0,0.183,0
user_004105,2026-04-06T05:40:00,FR,23357,male,30.0,intentional,0,0.302,0
user_004106,2026-02-27T23:04:00,GB,28322,male,24.0,casual,0,0.253,0
user_004107,2026-04-15T06:19:00,IN,25919,female,23.0,friendship,0,0.292,0
user_004108,2026-04-24T02:14:00,US,11567,female,34.0,intentional,0,0.416,0
user_004109,2026-01-05T09:21:00,US,18083,male,28.0,intentional,0,0.098,0
user_004110,2026-04-03T23:43:00,MX,39135,male,34.0,casual,0,0.073,0
user_004111,2026-04-25T21:03:00,IN,27133,male,28.0,casual,1,0.282,0
user_004112,2026-02-11T15:00:00,MX,35969,male,35.0,casual,0,0.115,0
user_004113,2026-04-21T13:00:00,GB,62505,male,21.0,friendship,0,0.575,0
user_004114,2026-01-19T08:55:00,CA,58790,female,23.0,intentional,0,0.026,0
user_004115,2026-03-25T12:37:00,DE,99952,male,24.0,friendship,0,0.221,0
user_004116,2026-02-14T23:16:00,MX,92614,male,29.0,casual,0,0.495,0
user_004117,2026-01-04T13:01:00,GB,94500,female,36.0,friendship,0,0.355,0
user_004118,2026-03-16T23:12:00,MX,21015,male,28.0,casual,0,0.427,0
user_004119,2026-04-22T06:32:00,US,86326,nonbinary,36.0,intentional,0,0.299,0
user_004120,2026-04-07T18:54:00,US,86823,male,25.0,intentional,0,0.3,0
user_004121,2026-04-12T10:26:00,DE,43924,female,24.0,casual,0,0.362,0
user_004122,2026-01-23T01:23:00,IN,19828,female,23.0,intentional,0,0.306,0
user_004123,2026-04-27T17:03:00,IN,12857,male,32.0,casual,0,0.215,0
user_004124,2026-02-24T18:38:00,BR,18450,female,40.0,intentional,0,0.216,0
user_004125,2026-01-20T14:02:00,US,35919,female,22.0,casual,0,0.258,0
user_004126,2026-04-06T06:38:00,US,78749,female,20.0,intentional,0,0.34,0
user_004127,2026-01-05T06:15:00,GB,94670,female,24.0,friendship,0,0.244,0
user_004128,2026-04-04T11:11:00,US,78749,male,30.0,casual,0,0.196,0
user_004129,2026-02-23T08:46:00,AU,68121,male,31.0,intentional,1,0.308,0
user_004130,2026-03-17T20:02:00,AU,26880,female,33.0,casual,0,0.5,0
user_004131,2026-03-15T17:23:00,BR,22055,male,34.0,intentional,0,0.237,0
user_004132,2026-02-20T15:23:00,CA,53456,male,24.0,casual,1,0.309,0
user_004133,2026-03-20T13:50:00,BR,26059,male,40.0,intentional,0,0.471,0
user_004134,2026-01-27T10:02:00,GB,15596,female,36.0,casual,0,0.129,0
user_004135,2026-01-27T21:49:00,MX,70423,female,30.0,casual,0,0.235,0
user_004136,2026-04-01T17:06:00,ES,16637,male,23.0,casual,1,0.51,0
user_004137,2026-01-24T10:21:00,BR,32018,female,35.0,casual,0,0.211,0
user_004138,2026-02-12T05:53:00,CA,85220,female,29.0,intentional,0,0.372,0
user_004139,2026-01-13T13:31:00,GB,66774,female,31.0,intentional,0,0.413,0
user_004140,2026-04-14T02:49:00,CA,61773,male,35.0,intentional,0,0.196,0
user_004141,2026-01-22T11:47:00,MX,75028,male,30.0,friendship,0,0.161,0
user_004142,2026-04-16T11:27:00,CA,13864,male,35.0,friendship,0,0.023,0
user_004143,2026-01-24T01:36:00,BR,60165,male,21.0,casual,0,0.233,0
user_004144,2026-03-31T13:53:00,US,99550,female,33.0,friendship,0,0.337,0
user_004145,2026-04-28T21:18:00,IN,65923,female,32.0,friendship,0,0.047,0
user_004146,2026-03-12T21:53:00,BR,32650,female,28.0,intentional,0,0.082,0
user_004147,2026-03-25T05:17:00,US,56392,male,37.0,intentional,0,0.449,0
user_004148,2026-02-04T02:48:00,DE,38143,female,39.0,casual,0,0.181,0
user_004149,2026-02-07T18:21:00,IN,34530,male,35.0,casual,0,0.092,0
user_004150,2026-03-25T21:04:00,BR,46042,male,36.0,friendship,0,0.088,0
user_004151,2026-01-27T14:30:00,GB,46681,male,43.0,casual,0,0.165,0
user_004152,2026-03-14T01:10:00,GB,68459,male,32.0,intentional,0,0.243,0
user_004153,2026-03-13T20:40:00,US,29481,female,19.0,casual,1,0.206,0
user_004154,2026-04-12T23:09:00,DE,14541,male,34.0,casual,0,0.228,0
user_004155,2026-04-05T00:27:00,CA,90492,male,27.0,intentional,0,0.325,0
user_004156,2026-02-13T10:32:00,US,91156,female,20.0,friendship,0,0.111,0
user_004157,2026-02-13T11:08:00,US,90868,female,39.0,casual,0,0.3,0
user_004158,2026-04-22T10:55:00,US,42215,male,23.0,intentional,0,0.27,0
user_004159,2026-03-03T15:39:00,US,78749,female,21.0,intentional,0,0.355,0
user_004160,2026-01-09T14:00:00,MX,94840,male,30.0,intentional,0,0.367,0
user_004161,2026-03-24T15:35:00,US,78749,female,37.0,friendship,0,0.126,0
user_004162,2026-02-16T09:59:00,CA,48680,male,38.0,casual,0,0.56,0
user_004163,2026-04-15T00:47:00,MX,75390,male,29.0,intentional,0,0.35,0
user_004164,2026-02-11T11:26:00,US,78749,male,23.0,friendship,0,0.214,0
user_004165,2026-02-27T02:15:00,ES,64000,female,23.0,intentional,0,0.304,0
user_004166,2026-04-18T18:20:00,IN,82179,female,29.0,friendship,0,0.123,0
user_004167,2026-02-22T07:54:00,US,78749,female,32.0,casual,0,0.083,0
user_004168,2026-04-05T05:40:00,US,72787,male,26.0,intentional,0,0.493,0
user_004169,2026-04-22T15:48:00,US,17992,female,21.0,intentional,0,0.422,0
user_004170,2026-01-17T15:13:00,CA,21497,male,38.0,intentional,0,0.428,0
user_004171,2026-04-06T18:12:00,US,46670,female,20.0,intentional,0,0.096,0
user_004172,2026-04-22T05:36:00,ES,60202,female,28.0,casual,1,0.177,0
user_004173,2026-04-08T11:51:00,IN,27987,male,22.0,casual,0,0.096,0
user_004174,2026-04-13T12:24:00,BR,64949,female,28.0,casual,0,0.092,0
user_004175,2026-04-20T12:48:00,IN,36143,male,28.0,intentional,0,0.132,0
user_004176,2026-03-03T03:58:00,US,94233,female,18.0,casual,1,0.459,0
user_004177,2026-01-12T19:03:00,US,78919,male,27.0,friendship,0,0.195,0
user_004178,2026-04-05T21:13:00,FR,42656,male,26.0,friendship,0,0.219,0
user_004179,2026-03-23T17:11:00,BR,92674,female,27.0,intentional,0,0.651,0
user_004180,2026-03-24T23:18:00,AU,81258,male,24.0,casual,1,0.303,0
user_004181,2026-04-18T03:50:00,US,12559,female,18.0,intentional,0,0.157,0
user_004182,2026-01-21T15:36:00,GB,60134,female,31.0,casual,0,0.284,0
user_004183,2026-04-25T13:28:00,CA,57069,female,31.0,casual,1,0.183,0
user_004184,2026-04-27T21:24:00,AU,72873,male,25.0,intentional,0,0.28,0
user_004185,2026-01-17T23:44:00,CA,81371,nonbinary,23.0,casual,0,0.293,0
user_004186,2026-03-02T16:29:00,AU,73527,female,29.0,casual,0,0.057,0
user_004187,2026-01-23T10:57:00,MX,55093,female,39.0,casual,0,0.237,0
user_004188,2026-02-27T18:44:00,FR,84141,male,26.0,intentional,0,0.167,0
user_004189,2026-03-16T13:40:00,US,75849,female,22.0,friendship,0,0.127,0
user_004190,2026-04-06T22:47:00,IN,52153,male,30.0,casual,0,0.106,0
user_004191,2026-02-18T20:13:00,ES,60905,female,30.0,intentional,0,0.141,0
user_004192,2026-01-12T21:22:00,IN,45446,female,19.0,casual,0,0.292,0
user_004193,2026-02-23T13:59:00,DE,33568,male,23.0,intentional,0,0.103,0
user_004194,2026-03-04T18:44:00,BR,13416,male,28.0,casual,0,0.388,0
user_004195,2026-03-28T15:23:00,BR,51795,male,33.0,friendship,0,0.187,0
user_004196,2026-04-10T18:18:00,IN,88265,female,24.0,casual,0,0.552,0
user_004197,2026-03-24T06:12:00,DE,38707,female,31.0,intentional,0,0.061,0
user_004198,2026-01-15T00:24:00,GB,13840,female,25.0,friendship,0,0.313,0
user_004199,2026-02-14T21:54:00,BR,46822,female,34.0,casual,1,0.246,0
user_004200,2026-03-02T15:41:00,ES,17679,male,18.0,intentional,0,0.594,0
user_004201,2026-02-15T15:53:00,BR,71824,female,37.0,friendship,0,0.305,0
user_004202,2026-02-28T20:16:00,BR,79393,male,29.0,intentional,0,0.638,0
user_004203,2026-01-24T04:30:00,MX,56849,female,31.0,casual,0,0.32,0
user_004204,2026-02-13T14:56:00,FR,86544,female,28.0,casual,0,0.177,0
user_004205,2026-01-30T15:51:00,ES,40508,male,25.0,casual,0,0.185,0
user_004206,2026-03-02T11:56:00,FR,30922,female,32.0,casual,0,0.176,0
user_004207,2026-03-31T02:00:00,FR,23124,female,39.0,casual,0,0.254,0
user_004208,2026-02-22T12:16:00,BR,42487,female,35.0,casual,0,0.737,0
user_004209,2026-04-02T10:33:00,FR,96096,female,29.0,casual,0,0.225,0
user_004210,2026-01-06T10:09:00,FR,41608,male,23.0,casual,0,0.359,0
user_004211,2026-04-25T21:47:00,US,44934,female,24.0,friendship,1,0.043,0
user_004212,2026-01-16T20:32:00,BR,79951,female,29.0,intentional,0,0.385,0
user_004213,2026-04-06T20:49:00,AU,17328,female,18.0,friendship,0,0.196,0
user_004214,2026-04-03T14:49:00,GB,38758,female,29.0,intentional,0,0.464,0
user_004215,2026-02-26T05:28:00,US,85457,female,27.0,friendship,0,0.201,0
user_004216,2026-02-20T18:52:00,GB,60911,female,36.0,casual,0,0.383,0
user_004217,2026-04-27T06:48:00,MX,56504,female,37.0,casual,0,0.356,0
user_004218,2026-03-14T05:57:00,IN,32768,male,34.0,intentional,0,0.415,0
user_004219,2026-02-03T11:49:00,IN,33081,male,27.0,friendship,0,0.339,0
user_004220,2026-04-18T23:36:00,IN,41005,male,19.0,intentional,0,0.143,0
user_004221,2026-02-23T09:46:00,US,87662,female,34.0,intentional,0,0.542,0
user_004222,2026-03-16T01:23:00,BR,51681,male,32.0,casual,0,0.505,0
user_004223,2026-04-19T15:30:00,IN,57026,male,35.0,casual,1,0.345,0
user_004224,2026-04-10T11:08:00,GB,87537,nonbinary,26.0,casual,0,0.128,0
user_004225,2026-03-17T09:02:00,GB,13697,male,24.0,intentional,0,0.235,0
user_004226,2026-03-08T18:03:00,BR,56095,nonbinary,28.0,casual,0,0.102,0
user_004227,2026-01-23T21:49:00,GB,84403,female,36.0,casual,1,0.072,0
user_004228,2026-04-04T19:18:00,MX,83873,male,26.0,intentional,0,0.19,0
user_004229,2026-04-23T15:26:00,US,28625,male,25.0,casual,0,0.35,0
user_004230,2026-01-10T07:42:00,IN,83807,male,20.0,casual,0,0.085,0
user_004231,2026-03-01T11:46:00,DE,34672,female,28.0,casual,0,0.327,0
user_004232,2026-03-28T08:15:00,ES,74517,male,33.0,intentional,0,0.296,0
user_004233,2026-04-06T22:42:00,AU,81057,female,27.0,casual,0,0.152,0
user_004234,2026-02-08T03:03:00,ES,50508,male,28.0,friendship,0,0.384,0
user_004235,2026-01-27T09:17:00,GB,33010,male,41.0,casual,0,0.139,0
user_004236,2026-01-01T03:29:00,IN,74282,female,31.0,casual,0,0.299,0
user_004237,2026-04-07T20:18:00,US,14975,female,43.0,intentional,1,0.312,0
user_004238,2026-03-17T01:38:00,US,21830,male,31.0,intentional,0,0.28,0
user_004239,2026-02-26T15:29:00,BR,17362,female,30.0,intentional,1,0.261,0
user_004240,2026-02-21T10:20:00,US,40490,female,33.0,casual,0,0.192,0
user_004241,2026-03-05T19:15:00,CA,88861,male,30.0,casual,0,0.528,0
user_004242,2026-01-30T06:03:00,US,38679,female,22.0,intentional,0,0.452,0
user_004243,2026-03-17T00:22:00,FR,12612,female,21.0,casual,0,0.407,0
user_004244,2026-03-05T20:33:00,BR,79002,male,29.0,casual,0,0.574,0
user_004245,2026-02-11T02:58:00,US,72650,female,35.0,casual,0,0.258,0
user_004246,2026-04-03T02:10:00,FR,10089,female,37.0,casual,0,0.68,0
user_004247,2026-01-25T18:46:00,IN,53481,female,23.0,casual,0,0.386,0
user_004248,2026-02-28T05:30:00,US,78749,female,36.0,casual,0,0.121,0
user_004249,2026-01-26T10:43:00,IN,90495,male,36.0,intentional,0,0.371,0
user_004250,2026-03-10T20:07:00,DE,36406,female,26.0,casual,0,0.236,0
user_004251,2026-02-26T09:37:00,CA,27103,female,26.0,intentional,0,0.178,0
user_004252,2026-02-17T03:23:00,CA,54663,female,25.0,casual,1,0.165,0
user_004253,2026-04-16T14:23:00,MX,33260,female,29.0,casual,1,0.395,0
user_004254,2026-01-30T16:49:00,BR,52413,male,24.0,casual,0,0.426,0
user_004255,2026-04-27T17:11:00,GB,17806,male,18.0,casual,0,0.24,0
user_004256,2026-02-12T06:41:00,ES,12872,male,33.0,casual,0,0.206,0
user_004257,2026-02-11T18:05:00,CA,29360,male,32.0,intentional,0,0.425,0
user_004258,2026-02-02T15:02:00,ES,86888,female,21.0,casual,0,0.271,0
user_004259,2026-02-13T23:40:00,CA,28566,male,33.0,intentional,1,0.378,0
user_004260,2026-03-15T20:31:00,US,24538,female,23.0,casual,1,0.108,0
user_004261,2026-04-30T15:06:00,CA,78982,male,25.0,casual,0,0.33,0
user_004262,2026-04-14T08:02:00,US,57826,female,19.0,friendship,0,0.277,0
user_004263,2026-02-22T04:19:00,DE,19506,female,32.0,casual,0,0.392,0
user_004264,2026-02-06T01:09:00,BR,58967,female,36.0,friendship,0,0.38,0
user_004265,2026-04-04T08:05:00,ES,96787,male,32.0,intentional,0,0.326,0
user_004266,2026-03-29T17:05:00,MX,61851,female,23.0,intentional,0,0.287,0
user_004267,2026-03-28T16:59:00,BR,86810,male,38.0,casual,0,0.286,0
user_004268,2026-04-24T08:34:00,AU,23242,female,38.0,intentional,0,0.329,0
user_004269,2026-04-03T09:47:00,BR,54113,male,29.0,intentional,0,0.475,0
user_004270,2026-02-24T10:29:00,ES,49552,female,24.0,friendship,0,0.321,0
user_004271,2026-04-03T08:54:00,IN,52284,female,29.0,intentional,0,0.228,0
user_004272,2026-01-29T16:53:00,MX,27884,male,27.0,casual,0,0.163,0
user_004273,2026-04-06T03:48:00,BR,30644,female,31.0,casual,0,0.095,0
user_004274,2026-01-07T02:45:00,DE,67261,nonbinary,27.0,casual,0,0.329,0
user_004275,2026-02-01T16:48:00,CA,93789,male,35.0,intentional,0,0.148,0
user_004276,2026-02-16T01:35:00,US,78749,male,29.0,intentional,0,0.356,0
user_004277,2026-02-28T01:11:00,GB,73858,female,26.0,intentional,0,0.195,0
user_004278,2026-02-11T03:05:00,US,95089,male,35.0,intentional,0,0.115,0
user_004279,2026-04-18T18:18:00,BR,51586,female,38.0,friendship,0,0.643,0
user_004280,2026-02-25T02:39:00,US,78749,male,21.0,intentional,0,0.285,0
user_004281,2026-02-06T05:24:00,US,32833,male,42.0,casual,0,0.291,0
user_004282,2026-01-11T02:33:00,US,83659,female,25.0,casual,0,0.827,0
user_004283,2026-03-18T22:45:00,US,90440,male,29.0,intentional,0,0.481,0
user_004284,2026-04-03T19:13:00,US,56769,female,29.0,friendship,1,0.307,0
user_004285,2026-02-04T12:52:00,US,39260,male,25.0,intentional,0,0.313,0
user_004286,2026-01-16T08:04:00,CA,97232,male,29.0,intentional,0,0.246,0
user_004287,2026-02-10T17:25:00,MX,87194,nonbinary,28.0,casual,0,0.339,0
user_004288,2026-01-05T05:19:00,BR,32983,male,26.0,casual,0,0.185,0
user_004289,2026-04-03T15:54:00,AU,59595,female,31.0,friendship,0,0.561,0
user_004290,2026-04-08T00:10:00,ES,50215,female,28.0,casual,0,0.397,0
user_004291,2026-01-19T14:00:00,GB,48602,female,33.0,casual,0,0.264,0
user_004292,2026-02-02T07:46:00,GB,26691,nonbinary,19.0,intentional,0,0.337,0
user_004293,2026-04-14T11:14:00,FR,33292,male,27.0,intentional,0,0.26,0
user_004294,2026-02-18T10:31:00,US,78749,female,25.0,friendship,0,0.495,0
user_004295,2026-03-13T09:45:00,DE,10235,male,36.0,casual,0,0.096,0
user_004296,2026-01-19T23:41:00,DE,85082,nonbinary,32.0,intentional,1,0.206,0
user_004297,2026-03-23T22:07:00,US,61327,male,31.0,intentional,0,0.114,0
user_004298,2026-02-06T10:15:00,AU,84381,female,33.0,intentional,0,0.425,0
user_004299,2026-04-22T03:56:00,DE,14244,male,32.0,casual,0,0.305,0
user_004300,2026-01-25T01:48:00,BR,33865,female,35.0,casual,0,0.627,0
user_004301,2026-01-09T14:29:00,CA,88956,female,28.0,intentional,0,0.228,0
user_004302,2026-04-10T07:34:00,US,51709,male,25.0,friendship,0,0.203,0
user_004303,2026-02-27T14:38:00,IN,90134,male,24.0,friendship,0,0.434,0
user_004304,2026-03-17T12:46:00,US,38953,female,31.0,casual,0,0.106,0
user_004305,2026-04-04T06:43:00,BR,93839,nonbinary,31.0,casual,1,0.05,1
user_004306,2026-03-26T00:50:00,IN,84127,female,35.0,casual,0,0.171,0
user_004307,2026-03-31T04:17:00,FR,23645,female,27.0,casual,0,0.264,0
user_004308,2026-04-10T02:23:00,US,75035,male,29.0,intentional,0,0.659,0
user_004309,2026-02-07T23:46:00,FR,28434,female,26.0,casual,0,0.144,0
user_004310,2026-02-04T02:45:00,MX,53406,male,31.0,casual,0,0.395,0
user_004311,2026-03-27T06:39:00,US,20198,female,19.0,intentional,0,0.313,0
user_004312,2026-04-29T07:29:00,AU,41194,female,30.0,intentional,0,0.05,0
user_004313,2026-04-11T11:23:00,FR,55457,female,29.0,intentional,0,0.061,0
user_004314,2026-02-06T23:56:00,MX,51879,male,35.0,intentional,0,0.085,0
user_004315,2026-04-16T20:46:00,MX,32005,female,29.0,casual,0,0.181,0
user_004316,2026-01-23T17:00:00,US,78749,female,29.0,casual,0,0.281,0
user_004317,2026-03-25T04:37:00,US,93386,female,29.0,intentional,0,0.193,0
user_004318,2026-02-16T13:22:00,MX,21629,male,32.0,casual,1,0.189,0
user_004319,2026-04-09T12:24:00,FR,97821,male,33.0,friendship,0,0.208,0
user_004320,2026-03-22T05:27:00,MX,93768,female,30.0,casual,0,0.571,0
user_004321,2026-04-07T09:41:00,GB,54007,male,21.0,casual,0,0.253,0
user_004322,2026-03-09T01:15:00,FR,68540,male,34.0,intentional,0,0.544,0
user_004323,2026-01-31T20:26:00,IN,11493,male,30.0,friendship,0,0.383,0
user_004324,2026-03-30T04:35:00,DE,44761,male,18.0,friendship,0,0.171,0
user_004325,2026-03-11T11:09:00,US,37483,female,31.0,casual,0,0.182,0
user_004326,2026-02-22T15:51:00,DE,42707,female,33.0,casual,0,0.314,0
user_004327,2026-04-07T13:24:00,GB,18885,female,,friendship,0,0.135,0
user_004328,2026-01-25T12:24:00,US,55938,female,18.0,intentional,0,0.157,0
user_004329,2026-02-20T06:47:00,ES,43640,nonbinary,26.0,intentional,0,0.287,0
user_004330,2026-03-21T09:35:00,AU,24160,female,30.0,casual,0,0.33,0
user_004331,2026-03-16T15:51:00,BR,10167,male,29.0,intentional,0,0.378,0
user_004332,2026-04-10T00:15:00,US,16310,female,28.0,friendship,0,0.28,0
user_004333,2026-01-06T12:27:00,BR,60585,female,34.0,casual,0,0.198,0
user_004334,2026-01-30T02:48:00,ES,67438,male,21.0,friendship,1,0.213,0
user_004335,2026-01-09T21:46:00,CA,65004,male,27.0,friendship,0,0.199,0
user_004336,2026-02-09T01:04:00,BR,31802,male,23.0,casual,0,0.143,0
user_004337,2026-03-07T10:23:00,US,64266,male,28.0,intentional,0,0.174,0
user_004338,2026-01-18T02:47:00,MX,74629,male,,friendship,0,0.118,0
user_004339,2026-03-16T05:42:00,DE,59638,male,34.0,casual,0,0.114,0
user_004340,2026-03-01T01:56:00,US,56036,female,32.0,casual,0,0.069,0
user_004341,2026-03-01T20:48:00,GB,81568,male,27.0,intentional,0,0.066,0
user_004342,2026-01-28T08:08:00,US,59197,male,23.0,intentional,0,0.254,0
user_004343,2026-04-29T02:06:00,ES,23294,female,23.0,intentional,0,0.163,0
user_004344,2026-04-11T16:26:00,GB,72847,female,26.0,friendship,0,0.237,0
user_004345,2026-01-30T04:08:00,US,78749,female,18.0,casual,0,0.589,0
user_004346,2026-01-04T08:49:00,BR,85766,female,32.0,friendship,0,0.507,0
user_004347,2026-01-13T07:31:00,IN,95323,female,36.0,intentional,0,0.274,0
user_004348,2026-01-31T16:10:00,AU,39567,female,29.0,intentional,0,0.301,0
user_004349,2026-02-19T12:52:00,GB,31319,female,27.0,casual,0,0.278,0
user_004350,2026-02-08T17:20:00,IN,69151,female,21.0,friendship,0,0.136,0
user_004351,2026-02-07T08:54:00,ES,19661,male,26.0,intentional,0,0.177,0
user_004352,2026-02-16T10:58:00,MX,14379,male,32.0,casual,0,0.105,0
user_004353,2026-04-25T07:02:00,US,78749,female,26.0,intentional,0,0.054,0
user_004354,2026-03-21T22:14:00,BR,48654,male,31.0,friendship,0,0.207,0
user_004355,2026-01-07T18:07:00,BR,12631,nonbinary,31.0,casual,0,0.192,0
user_004356,2026-01-15T10:31:00,FR,51774,male,33.0,friendship,0,0.127,0
user_004357,2026-01-04T01:50:00,GB,44226,female,25.0,intentional,0,0.317,0
user_004358,2026-01-12T09:04:00,FR,23726,female,27.0,intentional,1,0.241,0
user_004359,2026-01-13T08:02:00,IN,19725,female,35.0,intentional,0,0.111,0
user_004360,2026-02-21T20:08:00,IN,54801,male,24.0,casual,0,0.596,0
user_004361,2026-04-17T01:29:00,IN,32296,male,23.0,casual,1,0.279,0
user_004362,2026-03-12T05:09:00,MX,59212,female,29.0,intentional,0,0.524,0
user_004363,2026-01-25T22:45:00,CA,31090,female,24.0,casual,0,0.1,0
user_004364,2026-01-18T05:52:00,MX,19830,female,30.0,friendship,0,0.516,0
user_004365,2026-01-26T11:08:00,DE,81702,male,31.0,intentional,0,0.263,0
user_004366,2026-02-26T19:24:00,CA,22203,female,25.0,casual,0,0.395,0
user_004367,2026-04-09T12:53:00,IN,54295,female,27.0,intentional,0,0.272,0
user_004368,2026-04-11T18:08:00,IN,87860,female,24.0,casual,0,0.434,0
user_004369,2026-01-04T06:28:00,US,90431,nonbinary,45.0,friendship,0,0.46,0
user_004370,2026-03-05T17:09:00,US,73273,male,33.0,friendship,0,0.128,0
user_004371,2026-04-25T20:27:00,US,14062,male,23.0,intentional,0,0.127,0
user_004372,2026-03-17T01:39:00,US,66534,female,32.0,intentional,0,0.165,0
user_004373,2026-02-17T15:11:00,IN,95673,male,33.0,intentional,0,0.462,0
user_004374,2026-01-22T23:51:00,ES,31626,male,25.0,friendship,0,0.066,0
user_004375,2026-03-01T07:30:00,US,78749,male,29.0,intentional,0,0.236,0
user_004376,2026-04-05T10:21:00,ES,89602,male,28.0,friendship,0,0.262,0
user_004377,2026-01-03T19:19:00,IN,66911,male,33.0,intentional,0,0.324,0
user_004378,2026-03-18T07:51:00,BR,30591,female,21.0,intentional,0,0.432,0
user_004379,2026-01-04T11:44:00,BR,17019,female,28.0,casual,0,0.238,0
user_004380,2026-04-21T13:31:00,ES,23272,female,30.0,intentional,0,0.23,0
user_004381,2026-03-09T17:31:00,MX,53397,female,30.0,casual,0,0.314,0
user_004382,2026-03-18T23:34:00,US,36941,female,23.0,casual,0,0.17,0
user_004383,2026-02-01T06:48:00,AU,34901,male,30.0,casual,0,0.197,0
user_004384,2026-01-18T22:29:00,IN,63645,female,18.0,intentional,0,0.283,0
user_004385,2026-04-14T05:01:00,IN,82628,male,26.0,casual,0,0.339,0
user_004386,2026-01-12T02:40:00,BR,80795,female,20.0,casual,0,0.332,0
user_004387,2026-04-05T16:23:00,MX,44768,male,35.0,casual,0,0.321,0
user_004388,2026-03-30T10:45:00,FR,96585,female,,casual,0,0.305,0
user_004389,2026-03-27T03:00:00,US,78749,female,32.0,casual,0,0.247,0
user_004390,2026-03-01T22:35:00,MX,46899,male,31.0,friendship,1,0.185,0
user_004391,2026-02-08T08:05:00,ES,48980,male,33.0,intentional,0,0.318,0
user_004392,2026-03-07T22:37:00,IN,41135,male,39.0,casual,0,0.621,0
user_004393,2026-04-07T13:31:00,GB,22571,male,41.0,intentional,0,0.102,0
user_004394,2026-03-05T02:46:00,US,16505,male,29.0,casual,0,0.123,0
user_004395,2026-03-13T19:33:00,US,61498,male,34.0,casual,0,0.309,0
user_004396,2026-01-19T19:01:00,BR,84943,female,38.0,casual,0,0.25,0
user_004397,2026-01-12T17:33:00,DE,82045,female,25.0,casual,0,0.288,0
user_004398,2026-04-13T00:36:00,CA,74349,female,30.0,casual,0,0.16,0
user_004399,2026-02-26T12:10:00,US,30131,male,25.0,friendship,0,0.269,0
user_004400,2026-03-29T18:09:00,AU,17144,female,29.0,casual,0,0.155,0
user_004401,2026-01-13T10:48:00,MX,57294,male,33.0,casual,0,0.434,0
user_004402,2026-02-26T15:58:00,CA,10500,male,28.0,intentional,0,0.221,0
